text,sentiment_class
happy mothers day wonderful mum wherever everyone children distress stay safe grj dq jad,0
happy mothers day sorry today might planned hope tough time pass thank mother always bulbasaur pokemon pokemon mothersdayuk mothersday bulbaganda qtbgckclja,-1
happy mothers day mama africa continent every part world benefited appreciate continent children forcefully colonized abused killed apology continent wealth culture heritage,0
mothers rare gems need celebrated today everyday happy mothersday mediqu plus meadowhall hospital awwbag qjs,1
forgot mention uk pccs mums happy mother day uk pccs mums specially northumbria pcc mum west midlands pcc mum motheringsunday mothersday abbasalikhani status,0
happy mother day wonderful mother mothersday wonderwoman happy beautifulwomen fashionstyle whattowear ztna mk gygshlvohb,0
need appreciate mothers happy mother day mothersday happymom dt lvbg ozi vxw mc,0
happy mother day mum love latte cafemezza mothersday coffeemachines coffee lavazza eqoaroqkyt,0
watching news people going skype wishing mum happy mothers day even relationship mine would technology sure many like would home alone,1
happy mothers day wonderful mums shame cannot anything year great day last year weflyasone uugmurefs,0
happy mother day human mums love motheringsundayuk mothersday mothersday flowers love dogsoftwitter dogslife dogs prettygirl cuteanimals staysafe rescuedogsrock dogstrust eahcgzb lb,-1
havent slept wink night im anxious mum chronic lung condition gets chance today wish happy mothers day leaving stuff outside door moving far away wave cl bxpita,-1
happy mothers day best mum entire world going right make sure keep loved ones close happy mothers day amazing mums forever grateful soqioofik,0
mothers hold children hands short hearts forever happy mothers day mothersday supermum motherslove treathershedeservesit uuz hgksr,0
dear mothers love moon back thank always inspiring live love laugh happy mother day nibblechips mothersday sundayfunday love rpmuswnm,-1
wishing amazing mum happy mother day hope wonderful day sunshine deserve mothersday celebrations funinthesun szwodrafod,0
mothersday uk wish mum happy mothers day thank everything sorry http chefjokes wpaddictive mothersday uk wish mum happy mothers day thank everything sorry,0
stood end folks driveway today wish mum happy mothers day thought infected would devastated take pain enjoy future together,0
eldest proceeds tell quality tho look good years later happy mothers day sons self isolating rona ditzylala st atus,0
happy mothers day wonderful mothers could physically today still want show appreciation real women god right motherhood mothers mothersday family churchfamily christ jesus womanofgod klz ka,0
michele cathryn ahh thank darling read dm happy mothers day beautiful big hugs love sent across pond ceuydvzfo,0
happy mothers day mum blood ones lost gained huge thank big love mother love children uwz bbuztb,0
anwe wishes happy mother day may stay strong happy anwe inspiration anweforher sheforshe women womenempower mothersday weekend mother mums mothersday worldmothersday mondaymotivation nigeria girls greatness sdg yali sokoto nh aebl,1
happy monday hope lovely weekend celebrating mothersday darlings performed special liveperformance still available watch right,1
happy mothersday benjamin franklin mother abiah folger born nantucket massachusettes august franklin expressed admired qualities patience reasonable mind common sense tpgu grmbt,0
may mum around like celebrate two lovely ladies futuremum friend midegold sista symply tacha happy mothers day latepost ogz ag dz protea hotel marriott benin city select emotan,-1
oops mothers day dinner accompanied stunners happy mothers day ladies xx igxvg nvwq duddo stone circle,0
get older often get handmade mothers day card current situation meaning delighted get special card today definitely one treasure happy mothers day tsjym,0
stacey solomon celebrates happy mothers day style loose women stacey solomon conclud stacey solomon celebrates happy mothers day style loose womens stacey solomon utm source reviveoldpost utm medium social utm campaign reviveoldpost,1
despite current situation must appreciate celebrate mothers today happy mothers day momma parents since losing half cancer years ago thanks fggjaza dt pekpwksq,0
sometimes strength motherhood greater natural laws happy mothers day sbimedia mothersday mothersday sbimedia zeg bdo,-1
mothers day today want tell buy mom meal shoe bag medication etc wait afford car house forever happy mothers day women call mom,0
louiseredknapp happy mothers day hope lovely day lovely lynne im dogy mum alvins getting extra cuddle sending love xoxo vw nrwsxzo,0
happy mother day amazing woman photo credit http boomerang ng ovlfoundation nonprofit impact mothersday yadl etnkhs jvzan,1
important women mine boys lifes happy mothers day wife katie mum nain gail hope lovely day also thinking mums sadly today especially boys nanny ibb szsk,0
amongst uncertainty today day thankful wonderful mums everything also day spread love happy mother day mothersday hjob oaec,0
happy mother day best mum world love ya mummy musicovert musicovert mothersday mum ctgdxha rtnvconyfs,-1
happy mother day great mother daughter photo last year raji deafblind chandrika completed skydive challenge mothersday deaf blind challenge lmfo,0
would like thank doctors nurses medical staff police postmen etc keeping safe connected mums mothers day special happy mother day lost mum zbocmg pci,0
mother swan babies happy mothersday greeting card zazzle jvu fvr rf via zazzle mother day near swans birds wildlife wildlifephotography animals nature naturelovers animalphotography animallovers wildanimals wild mothers greetingcards cute,0
would like wish wonderful caring mam happy mother day hope nice day deserve thank everything love mothersday mothersday mam familytime dappjnppa eofu yvo,0
happy mother day mother day day pay tribute mother raised others reminder mothers worth praising remembering unwantedlife mothers day mothersday sicknotweak mentalhealth writingcommunity sundaythoughts oy wniqy,1
happy mother day amazing mothers sisters daughters house may lord bless keep may let light favour shine blessed fruit womb mothers jesus name amen happy mothers day,0
happy heavenly mothers day mum gone year miss much lost without sending roses kisses heaven xxx toaxylp,1
happy mothers day moms celebrating strength courage today everyday let forget motherland repost blkhiststudies naturalpride teamnatural curlyhair cvcmbpsom obdppxo,0
happy mothers day beautiful wife start shift tescos serving pensioners nhs staff keeping scotland moving,0
happy birthday beautiful sis law love hunnay love forever keep shining happy st mothers day proud enestarz ctkvinwtw ddm zm,0
happy mother day special people lives raised people today mothersday projectlockout vzph mmpot,1
also want wish big happy mothers day wonderful mum show much care remember sending love missing mum today aswell good day everyone stay positive,1
happy mothers day amazing mother world cmyxmggctu yfjdux pbqr gwrlc zquh lph mktj,0
happy mother day wonderful mum enjoy day everyone best however may celebrating remembering special ladies lives happymothersday mothersday mothersday mum mother theloveofamother celebration hn sq,0
mum first friend best friend forever friend muminamillion happy mothersday joanie mums everywhere tough able throw arms around mums kept safe need look ever love conquers qqiappdsfk waringstown,0
sainsburys kindly gave mmestp women beautiful bouquet flowers left camden town store today happy mothers day thought,1
well done wish neighbours thoughtful one son round happy mothers day side garden others close seem everyone lunch idiots son back uni today hard hug,0
special happy mothers day simoneroche founder mother ceo northern power women npw also want wish empowered women past present taken empowering role mother happymothersday wearenpw npwmothers positivethoughts bbw fsf,0
